,date,dayNum,dayOfWeek,yearFreq,seasonal,weekly,forecast,low80,low95,high80,high95
136,2015-05-17,2500,Sunday,0.37260273972602703,1.0207293650654399,0.796828567711376,688357491.2554251,684211507.8777741,682026874.7868388,692528597.2420505,694746868.905358
137,2015-05-18,2501,Monday,0.375342465753425,1.0193946871692598,1.1098623374493501,688396431.1900898,684174921.1773722,681950678.2790109,692643988.8497385,694903108.9332862
138,2015-05-19,2502,Tuesday,0.37808219178082203,1.01697567095509,1.10746130874725,688435155.0478941,684137302.6883334,681873028.9882989,692760007.1556593,695060432.8917588
139,2015-05-20,2503,Wednesday,0.38082191780821895,1.0137193009049301,1.09729567412742,688473664.8703527,684098651.7132962,681793925.0007762,692876657.5301913,695218848.1577885
140,2015-05-21,2504,Thursday,0.38356164383561603,1.01098662123275,1.08888295543493,688511962.7176542,684058967.588128,681713364.4467198,692993945.3563881,695378362.1215262
141,2015-05-22,2505,Friday,0.386301369863014,1.00866505407221,1.03878572820522,688550050.6684396,684018249.6815972,681631345.5002213,693111876.0299147,695538982.1863095
142,2015-05-23,2506,Saturday,0.38904109589041097,1.0059388026918399,0.804375828441151,688587930.8195885,683976497.3950189,681547866.3788433,693230454.9589798,695700715.7687123
143,2015-05-24,2507,Sunday,0.391780821917808,1.00310056641823,0.7965621907191809,688625605.2859983,683933710.161971,681462925.3432677,693349687.5643173,695863570.2986186
144,2015-05-25,2508,Monday,0.394520547945205,1.00043995505742,1.10996643714422,688663076.2003531,683889887.4479394,681376520.6969168,693469579.2790644,696027553.2192631
145,2015-05-26,2509,Tuesday,0.39726027397260294,0.9982435821768341,1.1075356629631101,688700345.7128857,683845028.7499988,681288650.7856053,693590135.5487479,696192671.9872926
146,2015-05-27,2510,Wednesday,0.4,0.9967959862614609,1.09736735893862,688737415.9911927,683799133.5965146,681199313.9972069,693711361.8311875,696358934.0728116
